DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,21,$39365.28,$13150.80,$12667.19
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,54,$18234.29,$7918.33,$7253.35
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,51,$29663.21,$11847.70,$11271.33
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,80,$19035.76,$8619.08,$7747.78
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,57,$28000.77,$8531.35,$7713.07
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,15,$23189.93,$7496.20,$6307.40
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,40,$15462.07,$7697.35,$7107.05
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,65,$19855.40,$7903.32,$6418.13
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK M-55,TAWAS CITY,MI,48763,MI - Saginaw,86,$9830.62,$7808.40,$6956.93
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,12,$16468.16,$13059.91,$12076.08
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,29,$20888.93,$7911.62,$7252.44
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,71,$41071.64,$9994.92,$9399.15
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,22,$43631.27,$12668.81,$11749.90
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,71,$23418.26,$9384.32,$8627.78
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,28,$19516.32,$8234.28,$7915.42
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,74,$19953.13,$8155.95,$7230.85
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,25,$20102.60,$10661.48,$9806.80
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,173,$24615.12,$8965.69,$7391.39
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,138,$23289.05,$10300.66,$9265.82
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,54,$29745.31,$9513.88,$8863.09
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,47,$26317.78,$7518.06,$6630.42
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,145,$24188.60,$8781.27,$7851.91
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,66,$25297.98,$9928.98,$9213.95
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,65,$24918.23,$12235.43,$11355.49
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230208,CARSON CITY HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,MI - Lansing,45,$10708.06,$9496.15,$8481.26
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,39,$24066.79,$7491.20,$6946.28
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,21,$20275.33,$8702.66,$8066.47
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,177,$15643.63,$8490.53,$7886.63
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,117,$39073.47,$10280.40,$9420.24
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,MI - Detroit,13,$18645.30,$7017.76,$6323.61
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,24,$40503.54,$8242.66,$7648.29
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230259,CHELSEA COMMUNITY HOSPITAL,775 S MAIN ST,CHELSEA,MI,48118,MI - Ann Arbor,16,$10801.56,$7752.06,$7052.56
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,85,$40018.18,$8590.23,$7432.65
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,57,$27684.47,$7920.94,$7298.59
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,50,$27573.58,$12510.68,$11846.64
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,38,$26276.63,$8322.31,$7672.00
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,26,$34859.88,$7708.15,$7145.84
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,124,$16640.08,$6805.65,$6067.05
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230013,DOCTORS' HOSPITAL OF MICHIGAN,461 W HURON ST,PONTIAC,MI,48341,MI - Pontiac,25,$16495.16,$8940.96,$8270.72
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,170,$27912.98,$9108.06,$8370.15
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,285,$19549.69,$8536.89,$7749.96
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,133,$23397.09,$10604.40,$9750.38
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,134,$15038.64,$9184.82,$8298.59
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,55,$12414.50,$9485.01,$8555.78
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,93,$14365.98,$6661.00,$5827.96
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,MI,48838,MI - Grand Rapids,54,$11311.50,$7403.38,$6014.72
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,163,$21869.86,$6801.69,$5886.30
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,84,$30948.48,$12714.71,$11147.83
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,193,$14725.52,$7250.30,$6416.98
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,96,$23151.63,$11111.83,$10127.13
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,34,$16432.50,$7540.29,$6462.17
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,171,$23510.31,$7619.60,$6833.61
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,62,$26694.14,$7509.43,$6438.77
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing,59,$19011.06,$6428.83,$5779.74
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,121,$17100.66,$7312.87,$6433.47
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,MI - Saginaw,22,$10851.86,$7163.27,$6291.45
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,71,$16644.38,$7131.60,$6012.29
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,96,$18825.27,$12429.67,$11654.31
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,MI - Saginaw,26,$7268.26,$7747.61,$6881.76
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,36,$20357.38,$6820.72,$5823.02
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,252,$31518.67,$9019.59,$7923.30
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,91,$27857.19,$11624.54,$10882.04
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,195,$16987.13,$8673.83,$7843.29
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,140,$17098.92,$7501.35,$6734.20
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,201,$18117.29,$7531.80,$6644.66
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,143,$16658.06,$9872.89,$8750.56
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,146,$20897.84,$8071.93,$6582.16
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,165,$21614.84,$9326.43,$8597.80
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,124,$26615.03,$8304.00,$7560.33
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,135,$22547.80,$7880.08,$7057.48
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,MI - Lansing,83,$10690.55,$6345.24,$5523.38
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,69,$23410.72,$6839.53,$6003.84
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,265,$23085.54,$7906.08,$7154.42
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,155,$21922.10,$9132.38,$8354.07
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,53,$17595.60,$10906.84,$10129.62
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230208,CARSON CITY HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,MI - Lansing,16,$12106.37,$8258.81,$7561.31
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,152,$18708.69,$6968.31,$6165.61
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,63,$17044.00,$7879.76,$7111.19
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,77,$15511.96,$7818.77,$7047.87
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,145,$26009.15,$8852.13,$7850.72
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,MI - Detroit,31,$18119.90,$6721.32,$5865.25
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,59,$17058.03,$8671.45,$7874.47
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,130,$31760.20,$7327.26,$6556.63
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230259,CHELSEA COMMUNITY HOSPITAL,775 S MAIN ST,CHELSEA,MI,48118,MI - Ann Arbor,12,$11450.00,$6779.08,$6032.41
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,235,$38622.16,$7832.17,$6934.42
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,96,$20682.37,$7341.36,$6393.86
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,44,$29246.20,$11696.54,$11046.31
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,62,$22710.66,$7726.08,$6970.77
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,39,$25920.82,$6465.76,$5481.23
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,127,$11584.84,$5488.37,$4728.58
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230013,DOCTORS' HOSPITAL OF MICHIGAN,461 W HURON ST,PONTIAC,MI,48341,MI - Pontiac,33,$9787.30,$7292.30,$6380.51
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,264,$21275.91,$7289.04,$6361.77
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,250,$17693.05,$7013.18,$6186.63
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,150,$17818.87,$8565.45,$7826.26
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,111,$12802.18,$7527.24,$6683.14
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,59,$11075.16,$8017.25,$7102.72
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,47,$12892.14,$5415.72,$4554.78
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,MI,48838,MI - Grand Rapids,21,$10361.71,$5723.04,$5065.76
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,135,$15383.77,$5581.11,$4739.46
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,94,$20816.54,$9303.89,$8307.93
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,190,$12822.50,$5944.92,$5174.46
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,160,$15675.46,$8965.32,$7968.78
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,26,$13517.00,$6897.42,$5373.30
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,231,$18429.68,$6383.92,$5412.97
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,62,$22637.46,$6170.08,$5423.56
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing,26,$13421.19,$5437.23,$4744.30
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,120,$14668.96,$5869.67,$5140.29
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,MI - Saginaw,55,$10660.56,$5835.96,$4997.34
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,120,$15611.92,$5717.95,$4920.74
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK M-55,TAWAS CITY,MI,48763,MI - Saginaw,11,$5956.18,$5690.54,$4776.00
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,128,$15222.96,$10218.41,$9520.62
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,MI - Saginaw,11,$7808.00,$6701.00,$5880.63
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,40,$19348.27,$5920.10,$4963.50
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,301,$25629.06,$7446.55,$6535.68
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,52,$23658.86,$9457.82,$8702.05
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,184,$13476.80,$6987.75,$6278.97
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,124,$15168.20,$6695.83,$5247.75
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,183,$13952.90,$6038.86,$5173.80
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,164,$14552.79,$8218.26,$6940.82
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,116,$17807.94,$7774.25,$5214.05
